Term,term_full_ID,Pri_Disease_ID,Pri_disease_term
dihydropyrimidine dehydrogenase deficiency,c18.452.648.798.183,c18,nutritional and metabolic diseases
gout,c18.452.648.798.368,c18,nutritional and metabolic diseases
"arthritis, gouty",c18.452.648.798.368.410,c18,nutritional and metabolic diseases
lesch-nyhan syndrome,c18.452.648.798.594,c18,nutritional and metabolic diseases
"renal tubular transport, inborn errors",c18.452.648.893,c18,nutritional and metabolic diseases
"steroid metabolism, inborn errors",c18.452.648.925,c18,nutritional and metabolic diseases
"adrenal hyperplasia, congenital",c18.452.648.925.249,c18,nutritional and metabolic diseases
antley-bixler syndrome phenotype,c18.452.648.925.324,c18,nutritional and metabolic diseases
"ichthyosis, x-linked",c18.452.648.925.400,c18,nutritional and metabolic diseases
"mineralocorticoid excess syndrome, apparent",c18.452.648.925.500,c18,nutritional and metabolic diseases
smith-lemli-opitz syndrome,c18.452.648.925.875,c18,nutritional and metabolic diseases
mitochondrial diseases,c18.452.660,c18,nutritional and metabolic diseases
carbamoyl-phosphate synthase i deficiency disease,c18.452.660.097,c18,nutritional and metabolic diseases
cytochrome-c oxidase deficiency,c18.452.660.195,c18,nutritional and metabolic diseases
friedreich ataxia,c18.452.660.300,c18,nutritional and metabolic diseases
leigh disease,c18.452.660.520,c18,nutritional and metabolic diseases
mitochondrial myopathies,c18.452.660.560,c18,nutritional and metabolic diseases
mitochondrial encephalomyopathies,c18.452.660.560.620,c18,nutritional and metabolic diseases
melas syndrome,c18.452.660.560.620.520,c18,nutritional and metabolic diseases
merrf syndrome,c18.452.660.560.620.530,c18,nutritional and metabolic diseases
"ophthalmoplegia, chronic progressive external",c18.452.660.560.700,c18,nutritional and metabolic diseases
kearns-sayre syndrome,c18.452.660.560.700.500,c18,nutritional and metabolic diseases
multiple acyl coenzyme a dehydrogenase deficiency,c18.452.660.612,c18,nutritional and metabolic diseases
"optic atrophy, autosomal dominant",c18.452.660.665,c18,nutritional and metabolic diseases
"optic atrophy, hereditary, leber",c18.452.660.670,c18,nutritional and metabolic diseases
pyruvate carboxylase deficiency disease,c18.452.660.705,c18,nutritional and metabolic diseases
pyruvate dehydrogenase complex deficiency disease,c18.452.660.710,c18,nutritional and metabolic diseases
phosphorus metabolism disorders,c18.452.750,c18,nutritional and metabolic diseases
hyperphosphatemia,c18.452.750.199,c18,nutritional and metabolic diseases
hypophosphatemia,c18.452.750.400,c18,nutritional and metabolic diseases
"hypophosphatemia, familial",c18.452.750.400.500,c18,nutritional and metabolic diseases
familial hypophosphatemic rickets,c18.452.750.400.500.500,c18,nutritional and metabolic diseases
"rickets, hypophosphatemic",c18.452.750.400.750,c18,nutritional and metabolic diseases
familial hypophosphatemic rickets,c18.452.750.400.750.500,c18,nutritional and metabolic diseases
porphyrias,c18.452.811,c18,nutritional and metabolic diseases
"porphyria, erythropoietic",c18.452.811.250,c18,nutritional and metabolic diseases
"porphyrias, hepatic",c18.452.811.400,c18,nutritional and metabolic diseases
"coproporphyria, hereditary",c18.452.811.400.074,c18,nutritional and metabolic diseases
"porphyria, acute intermittent",c18.452.811.400.150,c18,nutritional and metabolic diseases
porphyria cutanea tarda,c18.452.811.400.250,c18,nutritional and metabolic diseases
"porphyria, hepatoerythropoietic",c18.452.811.400.437,c18,nutritional and metabolic diseases
"porphyria, variegate",c18.452.811.400.625,c18,nutritional and metabolic diseases
"protoporphyria, erythropoietic",c18.452.811.400.812,c18,nutritional and metabolic diseases
proteostasis deficiencies,c18.452.845,c18,nutritional and metabolic diseases
amyloidosis,c18.452.845.500,c18,nutritional and metabolic diseases
amyloid neuropathies,c18.452.845.500.050,c18,nutritional and metabolic diseases
"amyloid neuropathies, familial",c18.452.845.500.050.050,c18,nutritional and metabolic diseases
"amyloidosis, familial",c18.452.845.500.075,c18,nutritional and metabolic diseases
"amyloid neuropathies, familial",c18.452.845.500.075.050,c18,nutritional and metabolic diseases
"cerebral amyloid angiopathy, familial",c18.452.845.500.075.160,c18,nutritional and metabolic diseases
cerebral amyloid angiopathy,c18.452.845.500.100,c18,nutritional and metabolic diseases
"cerebral amyloid angiopathy, familial",c18.452.845.500.100.160,c18,nutritional and metabolic diseases
immunoglobulin light-chain amyloidosis,c18.452.845.500.550,c18,nutritional and metabolic diseases
synucleinopathies,c18.452.845.650,c18,nutritional and metabolic diseases
tdp-43 proteinopathies,c18.452.845.800,c18,nutritional and metabolic diseases
amyotrophic lateral sclerosis,c18.452.845.800.050,c18,nutritional and metabolic diseases
frontotemporal lobar degeneration,c18.452.845.800.300,c18,nutritional and metabolic diseases
frontotemporal dementia,c18.452.845.800.300.299,c18,nutritional and metabolic diseases
primary progressive nonfluent aphasia,c18.452.845.800.300.600,c18,nutritional and metabolic diseases
"skin diseases, metabolic",c18.452.880,c18,nutritional and metabolic diseases
lipodystrophy,c18.452.880.391,c18,nutritional and metabolic diseases
hiv-associated lipodystrophy syndrome,c18.452.880.391.400,c18,nutritional and metabolic diseases
"lipodystrophy, congenital generalized",c18.452.880.391.550,c18,nutritional and metabolic diseases
"lipodystrophy, familial partial",c18.452.880.391.700,c18,nutritional and metabolic diseases
necrobiosis lipoidica,c18.452.880.495,c18,nutritional and metabolic diseases
wasting syndrome,c18.452.915,c18,nutritional and metabolic diseases
hiv wasting syndrome,c18.452.915.520,c18,nutritional and metabolic diseases
water-electrolyte imbalance,c18.452.950,c18,nutritional and metabolic diseases
dehydration,c18.452.950.179,c18,nutritional and metabolic diseases
hypercalcemia,c18.452.950.340,c18,nutritional and metabolic diseases
hyperkalemia,c18.452.950.396,c18,nutritional and metabolic diseases
hypernatremia,c18.452.950.452,c18,nutritional and metabolic diseases
hypocalcemia,c18.452.950.509,c18,nutritional and metabolic diseases
hypokalemia,c18.452.950.565,c18,nutritional and metabolic diseases
hyponatremia,c18.452.950.620,c18,nutritional and metabolic diseases
inappropriate adh syndrome,c18.452.950.626,c18,nutritional and metabolic diseases
water intoxication,c18.452.950.932,c18,nutritional and metabolic diseases
nutrition disorders,c18.654,c18,nutritional and metabolic diseases
child nutrition disorders,c18.654.180,c18,nutritional and metabolic diseases
hypervitaminosis a,c18.654.301,c18,nutritional and metabolic diseases
infant nutrition disorders,c18.654.422,c18,nutritional and metabolic diseases
vitamin k deficiency bleeding,c18.654.422.360,c18,nutritional and metabolic diseases
malnutrition,c18.654.521,c18,nutritional and metabolic diseases
deficiency diseases,c18.654.521.500,c18,nutritional and metabolic diseases
avitaminosis,c18.654.521.500.133,c18,nutritional and metabolic diseases
ascorbic acid deficiency,c18.654.521.500.133.115,c18,nutritional and metabolic diseases
scurvy,c18.654.521.500.133.115.661,c18,nutritional and metabolic diseases
vitamin a deficiency,c18.654.521.500.133.628,c18,nutritional and metabolic diseases
vitamin b deficiency,c18.654.521.500.133.699,c18,nutritional and metabolic diseases
choline deficiency,c18.654.521.500.133.699.160,c18,nutritional and metabolic diseases
folic acid deficiency,c18.654.521.500.133.699.308,c18,nutritional and metabolic diseases
hyperhomocysteinemia,c18.654.521.500.133.699.418,c18,nutritional and metabolic diseases
pellagra,c18.654.521.500.133.699.529,c18,nutritional and metabolic diseases
riboflavin deficiency,c18.654.521.500.133.699.713,c18,nutritional and metabolic diseases
thiamine deficiency,c18.654.521.500.133.699.827,c18,nutritional and metabolic diseases
beriberi,c18.654.521.500.133.699.827.223,c18,nutritional and metabolic diseases
wernicke encephalopathy,c18.654.521.500.133.699.827.822,c18,nutritional and metabolic diseases
vitamin b 6 deficiency,c18.654.521.500.133.699.901,c18,nutritional and metabolic diseases
vitamin b 12 deficiency,c18.654.521.500.133.699.923,c18,nutritional and metabolic diseases
"anemia, pernicious",c18.654.521.500.133.699.923.280,c18,nutritional and metabolic diseases
subacute combined degeneration,c18.654.521.500.133.699.923.640,c18,nutritional and metabolic diseases
vitamin d deficiency,c18.654.521.500.133.770,c18,nutritional and metabolic diseases
rickets,c18.654.521.500.133.770.734,c18,nutritional and metabolic diseases
osteomalacia,c18.654.521.500.133.770.734.640,c18,nutritional and metabolic diseases
chronic kidney disease-mineral and bone disorder,c18.654.521.500.133.770.734.750,c18,nutritional and metabolic diseases
"rickets, hypophosphatemic",c18.654.521.500.133.770.734.875,c18,nutritional and metabolic diseases
familial hypophosphatemic rickets,c18.654.521.500.133.770.734.875.500,c18,nutritional and metabolic diseases
vitamin e deficiency,c18.654.521.500.133.841,c18,nutritional and metabolic diseases
steatitis,c18.654.521.500.133.841.682,c18,nutritional and metabolic diseases
vitamin k deficiency,c18.654.521.500.133.912,c18,nutritional and metabolic diseases
vitamin k deficiency bleeding,c18.654.521.500.133.912.360,c18,nutritional and metabolic diseases
magnesium deficiency,c18.654.521.500.439,c18,nutritional and metabolic diseases
potassium deficiency,c18.654.521.500.617,c18,nutritional and metabolic diseases
protein deficiency,c18.654.521.500.708,c18,nutritional and metabolic diseases
protein-energy malnutrition,c18.654.521.500.708.626,c18,nutritional and metabolic diseases
swayback,c18.654.521.500.857,c18,nutritional and metabolic diseases
fetal nutrition disorders,c18.654.521.625,c18,nutritional and metabolic diseases
refeeding syndrome,c18.654.521.687,c18,nutritional and metabolic diseases
severe acute malnutrition,c18.654.521.719,c18,nutritional and metabolic diseases
kwashiorkor,c18.654.521.719.500,c18,nutritional and metabolic diseases
starvation,c18.654.521.750,c18,nutritional and metabolic diseases
overnutrition,c18.654.726,c18,nutritional and metabolic diseases
overweight,c18.654.726.750,c18,nutritional and metabolic diseases
obesity,c18.654.726.750.500,c18,nutritional and metabolic diseases
obesity hypoventilation syndrome,c18.654.726.750.500.600,c18,nutritional and metabolic diseases
"obesity, abdominal",c18.654.726.750.500.615,c18,nutritional and metabolic diseases
"obesity, maternal",c18.654.726.750.500.633,c18,nutritional and metabolic diseases
"obesity, metabolically benign",c18.654.726.750.500.650,c18,nutritional and metabolic diseases
"obesity, morbid",c18.654.726.750.500.700,c18,nutritional and metabolic diseases
pediatric obesity,c18.654.726.750.500.720,c18,nutritional and metabolic diseases
prader-willi syndrome,c18.654.726.750.500.740,c18,nutritional and metabolic diseases
wasting syndrome,c18.654.940,c18,nutritional and metabolic diseases
hiv wasting syndrome,c18.654.940.520,c18,nutritional and metabolic diseases
endocrine system diseases,c19,c19,endocrine system diseases
adrenal gland diseases,c19.053,c19,endocrine system diseases
adrenal cortex diseases,c19.053.098,c19,endocrine system diseases
adrenal cortex neoplasms,c19.053.098.265,c19,endocrine system diseases
adrenocortical adenoma,c19.053.098.265.500,c19,endocrine system diseases
adrenocortical carcinoma,c19.053.098.265.750,c19,endocrine system diseases
adrenal gland neoplasms,c19.053.347,c19,endocrine system diseases
adrenal cortex neoplasms,c19.053.347.500,c19,endocrine system diseases
adrenocortical adenoma,c19.053.347.500.500,c19,endocrine system diseases
adrenocortical carcinoma,c19.053.347.500.750,c19,endocrine system diseases
"adrenal hyperplasia, congenital",c19.053.440,c19,endocrine system diseases
adrenal insufficiency,c19.053.500,c19,endocrine system diseases
addison disease,c19.053.500.263,c19,endocrine system diseases
"hypoadrenocorticism, familial",c19.053.500.263.500,c19,endocrine system diseases
adrenoleukodystrophy,c19.053.500.270,c19,endocrine system diseases
hypoaldosteronism,c19.053.500.480,c19,endocrine system diseases
waterhouse-friderichsen syndrome,c19.053.500.740,c19,endocrine system diseases
adrenocortical hyperfunction,c19.053.800,c19,endocrine system diseases
cushing syndrome,c19.053.800.367,c19,endocrine system diseases
hyperaldosteronism,c19.053.800.604,c19,endocrine system diseases
bartter syndrome,c19.053.800.604.249,c19,endocrine system diseases
"bone diseases, endocrine",c19.149,c19,endocrine system diseases
diabetes mellitus,c19.246,c19,endocrine system diseases
diabetes complications,c19.246.099,c19,endocrine system diseases
diabetic angiopathies,c19.246.099.500,c19,endocrine system diseases
diabetic foot,c19.246.099.500.191,c19,endocrine system diseases
diabetic retinopathy,c19.246.099.500.382,c19,endocrine system diseases
diabetic cardiomyopathies,c19.246.099.625,c19,endocrine system diseases
diabetic coma,c19.246.099.750,c19,endocrine system diseases
hyperglycemic hyperosmolar nonketotic coma,c19.246.099.750.490,c19,endocrine system diseases
diabetic ketoacidosis,c19.246.099.812,c19,endocrine system diseases
diabetic nephropathies,c19.246.099.875,c19,endocrine system diseases
diabetic neuropathies,c19.246.099.937,c19,endocrine system diseases
diabetic foot,c19.246.099.937.250,c19,endocrine system diseases
fetal macrosomia,c19.246.099.968,c19,endocrine system diseases
"diabetes, gestational",c19.246.200,c19,endocrine system diseases
"diabetes mellitus, experimental",c19.246.240,c19,endocrine system diseases
"diabetes mellitus, type 1",c19.246.267,c19,endocrine system diseases
wolfram syndrome,c19.246.267.960,c19,endocrine system diseases
"diabetes mellitus, type 2",c19.246.300,c19,endocrine system diseases
"diabetes mellitus, lipoatrophic",c19.246.300.500,c19,endocrine system diseases
donohue syndrome,c19.246.537,c19,endocrine system diseases
latent autoimmune diabetes in adults,c19.246.656,c19,endocrine system diseases
prediabetic state,c19.246.774,c19,endocrine system diseases
dwarfism,c19.297,c19,endocrine system diseases
congenital hypothyroidism,c19.297.155,c19,endocrine system diseases
"dwarfism, pituitary",c19.297.312,c19,endocrine system diseases
laron syndrome,c19.297.656,c19,endocrine system diseases
endocrine gland neoplasms,c19.344,c19,endocrine system diseases
adrenal gland neoplasms,c19.344.078,c19,endocrine system diseases
adrenal cortex neoplasms,c19.344.078.265,c19,endocrine system diseases
adrenocortical adenoma,c19.344.078.265.500,c19,endocrine system diseases
adrenocortical carcinoma,c19.344.078.265.750,c19,endocrine system diseases
multiple endocrine neoplasia,c19.344.400,c19,endocrine system diseases
multiple endocrine neoplasia type 1,c19.344.400.500,c19,endocrine system diseases
multiple endocrine neoplasia type 2a,c19.344.400.505,c19,endocrine system diseases
multiple endocrine neoplasia type 2b,c19.344.400.510,c19,endocrine system diseases
ovarian neoplasms,c19.344.410,c19,endocrine system diseases
"carcinoma, ovarian epithelial",c19.344.410.199,c19,endocrine system diseases
granulosa cell tumor,c19.344.410.398,c19,endocrine system diseases
hereditary breast and ovarian cancer syndrome,c19.344.410.431,c19,endocrine system diseases
luteoma,c19.344.410.464,c19,endocrine system diseases
meigs syndrome,c19.344.410.531,c19,endocrine system diseases
sertoli-leydig cell tumor,c19.344.410.648,c19,endocrine system diseases
thecoma,c19.344.410.765,c19,endocrine system diseases
pancreatic neoplasms,c19.344.421,c19,endocrine system diseases
"adenoma, islet cell",c19.344.421.249,c19,endocrine system diseases
insulinoma,c19.344.421.249.500,c19,endocrine system diseases
"carcinoma, islet cell",c19.344.421.500,c19,endocrine system diseases
gastrinoma,c19.344.421.500.124,c19,endocrine system diseases
glucagonoma,c19.344.421.500.249,c19,endocrine system diseases
somatostatinoma,c19.344.421.500.500,c19,endocrine system diseases
vipoma,c19.344.421.500.750,c19,endocrine system diseases
"carcinoma, pancreatic ductal",c19.344.421.750,c19,endocrine system diseases
pancreatic intraductal neoplasms,c19.344.421.875,c19,endocrine system diseases
paraneoplastic endocrine syndromes,c19.344.473,c19,endocrine system diseases
parathyroid neoplasms,c19.344.525,c19,endocrine system diseases
pituitary neoplasms,c19.344.609,c19,endocrine system diseases
acth-secreting pituitary adenoma,c19.344.609.145,c19,endocrine system diseases
nelson syndrome,c19.344.609.145.500,c19,endocrine system diseases
growth hormone-secreting pituitary adenoma,c19.344.609.292,c19,endocrine system diseases
prolactinoma,c19.344.609.792,c19,endocrine system diseases
testicular neoplasms,c19.344.762,c19,endocrine system diseases
sertoli-leydig cell tumor,c19.344.762.500,c19,endocrine system diseases
leydig cell tumor,c19.344.762.500.249,c19,endocrine system diseases
sertoli cell tumor,c19.344.762.500.500,c19,endocrine system diseases
thyroid neoplasms,c19.344.894,c19,endocrine system diseases
"thyroid cancer, papillary",c19.344.894.400,c19,endocrine system diseases
thyroid nodule,c19.344.894.800,c19,endocrine system diseases
gonadal disorders,c19.391,c19,endocrine system diseases
disorders of sex development,c19.391.119,c19,endocrine system diseases
"46, xx disorders of sex development",c19.391.119.064,c19,endocrine system diseases
"46, xx testicular disorders of sex development",c19.391.119.064.124,c19,endocrine system diseases
"gonadal dysgenesis, 46,xx",c19.391.119.064.249,c19,endocrine system diseases
hyperandrogenism,c19.391.119.064.500,c19,endocrine system diseases
adrenogenital syndrome,c19.391.119.090,c19,endocrine system diseases
"adrenal hyperplasia, congenital",c19.391.119.090.500,c19,endocrine system diseases
hyperandrogenism,c19.391.119.090.750,c19,endocrine system diseases
"disorder of sex development, 46,xy",c19.391.119.096,c19,endocrine system diseases
androgen-insensitivity syndrome,c19.391.119.096.500,c19,endocrine system diseases
denys-drash syndrome,c19.391.119.096.562,c19,endocrine system diseases
frasier syndrome,c19.391.119.096.624,c19,endocrine system diseases
"gonadal dysgenesis, 46,xy",c19.391.119.096.687,c19,endocrine system diseases
gonadoblastoma,c19.391.119.096.687.500,c19,endocrine system diseases
kallmann syndrome,c19.391.119.096.750,c19,endocrine system diseases
wagr syndrome,c19.391.119.096.875,c19,endocrine system diseases
gonadal dysgenesis,c19.391.119.309,c19,endocrine system diseases
"gonadal dysgenesis, 46,xx",c19.391.119.309.193,c19,endocrine system diseases
"gonadal dysgenesis, 46,xy",c19.391.119.309.388,c19,endocrine system diseases
gonadoblastoma,c19.391.119.309.388.500,c19,endocrine system diseases
"gonadal dysgenesis, mixed",c19.391.119.309.391,c19,endocrine system diseases
sexual infantilism,c19.391.119.309.631,c19,endocrine system diseases
turner syndrome,c19.391.119.309.872,c19,endocrine system diseases
ovotesticular disorders of sex development,c19.391.119.343,c19,endocrine system diseases
sex chromosome disorders of sex development,c19.391.119.795,c19,endocrine system diseases
freemartinism,c19.391.119.795.124,c19,endocrine system diseases
"gonadal dysgenesis, mixed",c19.391.119.795.249,c19,endocrine system diseases
klinefelter syndrome,c19.391.119.795.500,c19,endocrine system diseases
turner syndrome,c19.391.119.795.750,c19,endocrine system diseases
hypogonadism,c19.391.482,c19,endocrine system diseases
eunuchism,c19.391.482.293,c19,endocrine system diseases
kallmann syndrome,c19.391.482.600,c19,endocrine system diseases
klinefelter syndrome,c19.391.482.629,c19,endocrine system diseases
sexual infantilism,c19.391.482.814,c19,endocrine system diseases
ovarian diseases,c19.391.630,c19,endocrine system diseases
anovulation,c19.391.630.050,c19,endocrine system diseases
oophoritis,c19.391.630.450,c19,endocrine system diseases
ovarian cysts,c19.391.630.580,c19,endocrine system diseases
polycystic ovary syndrome,c19.391.630.580.765,c19,endocrine system diseases
ovarian hyperstimulation syndrome,c19.391.630.642,c19,endocrine system diseases
ovarian neoplasms,c19.391.630.705,c19,endocrine system diseases
brenner tumor,c19.391.630.705.265,c19,endocrine system diseases
"carcinoma, endometrioid",c19.391.630.705.331,c19,endocrine system diseases
"carcinoma, ovarian epithelial",c19.391.630.705.350,c19,endocrine system diseases
granulosa cell tumor,c19.391.630.705.398,c19,endocrine system diseases
hereditary breast and ovarian cancer syndrome,c19.391.630.705.431,c19,endocrine system diseases
luteoma,c19.391.630.705.464,c19,endocrine system diseases
meigs syndrome,c19.391.630.705.531,c19,endocrine system diseases
sertoli-leydig cell tumor,c19.391.630.705.648,c19,endocrine system diseases
thecoma,c19.391.630.705.765,c19,endocrine system diseases
ovarian torsion,c19.391.630.728,c19,endocrine system diseases
primary ovarian insufficiency,c19.391.630.750,c19,endocrine system diseases
"puberty, delayed",c19.391.690,c19,endocrine system diseases
"puberty, precocious",c19.391.693,c19,endocrine system diseases
testicular diseases,c19.391.829,c19,endocrine system diseases
cryptorchidism,c19.391.829.258,c19,endocrine system diseases
orchitis,c19.391.829.493,c19,endocrine system diseases
testicular neoplasms,c19.391.829.782,c19,endocrine system diseases
sertoli-leydig cell tumor,c19.391.829.782.500,c19,endocrine system diseases
leydig cell tumor,c19.391.829.782.500.249,c19,endocrine system diseases
sertoli cell tumor,c19.391.829.782.500.500,c19,endocrine system diseases
parathyroid diseases,c19.642,c19,endocrine system diseases
hyperparathyroidism,c19.642.355,c19,endocrine system diseases
"hyperparathyroidism, primary",c19.642.355.239,c19,endocrine system diseases
"hyperparathyroidism, secondary",c19.642.355.480,c19,endocrine system diseases
chronic kidney disease-mineral and bone disorder,c19.642.355.480.500,c19,endocrine system diseases
hypoparathyroidism,c19.642.482,c19,endocrine system diseases
22q11 deletion syndrome,c19.642.482.500,c19,endocrine system diseases
digeorge syndrome,c19.642.482.500.500,c19,endocrine system diseases
parathyroid neoplasms,c19.642.713,c19,endocrine system diseases
pituitary diseases,c19.700,c19,endocrine system diseases
diabetes insipidus,c19.700.159,c19,endocrine system diseases
"diabetes insipidus, neurogenic",c19.700.159.750,c19,endocrine system diseases
wolfram syndrome,c19.700.159.875,c19,endocrine system diseases
empty sella syndrome,c19.700.320,c19,endocrine system diseases
hyperpituitarism,c19.700.355,c19,endocrine system diseases
acromegaly,c19.700.355.179,c19,endocrine system diseases
gigantism,c19.700.355.528,c19,endocrine system diseases
hyperprolactinemia,c19.700.355.600,c19,endocrine system diseases
pituitary acth hypersecretion,c19.700.355.800,c19,endocrine system diseases
hypophysitis,c19.700.419,c19,endocrine system diseases
autoimmune hypophysitis,c19.700.419.500,c19,endocrine system diseases
hypopituitarism,c19.700.482,c19,endocrine system diseases
"dwarfism, pituitary",c19.700.482.311,c19,endocrine system diseases
inappropriate adh syndrome,c19.700.490,c19,endocrine system diseases
pituitary apoplexy,c19.700.725,c19,endocrine system diseases
pituitary neoplasms,c19.700.734,c19,endocrine system diseases
acth-secreting pituitary adenoma,c19.700.734.145,c19,endocrine system diseases
nelson syndrome,c19.700.734.145.500,c19,endocrine system diseases
growth hormone-secreting pituitary adenoma,c19.700.734.292,c19,endocrine system diseases
prolactinoma,c19.700.734.792,c19,endocrine system diseases
"polyendocrinopathies, autoimmune",c19.787,c19,endocrine system diseases
thyroid diseases,c19.874,c19,endocrine system diseases
euthyroid sick syndromes,c19.874.255,c19,endocrine system diseases
goiter,c19.874.283,c19,endocrine system diseases
"goiter, endemic",c19.874.283.300,c19,endocrine system diseases
"goiter, nodular",c19.874.283.501,c19,endocrine system diseases
"goiter, substernal",c19.874.283.601,c19,endocrine system diseases
graves disease,c19.874.283.605,c19,endocrine system diseases
graves ophthalmopathy,c19.874.283.605.500,c19,endocrine system diseases
lingual goiter,c19.874.283.802,c19,endocrine system diseases
hyperthyroidism,c19.874.397,c19,endocrine system diseases
graves disease,c19.874.397.370,c19,endocrine system diseases
graves ophthalmopathy,c19.874.397.370.500,c19,endocrine system diseases
thyrotoxicosis,c19.874.397.685,c19,endocrine system diseases
thyroid crisis,c19.874.397.685.905,c19,endocrine system diseases
hyperthyroxinemia,c19.874.410,c19,endocrine system diseases
"hyperthyroxinemia, familial dysalbuminemic",c19.874.410.249,c19,endocrine system diseases
thyroid hormone resistance syndrome,c19.874.410.500,c19,endocrine system diseases
hypothyroidism,c19.874.482,c19,endocrine system diseases
congenital hypothyroidism,c19.874.482.281,c19,endocrine system diseases
myxedema,c19.874.482.638,c19,endocrine system diseases
thyroid dysgenesis,c19.874.689,c19,endocrine system diseases
lingual thyroid,c19.874.689.500,c19,endocrine system diseases
lingual goiter,c19.874.689.500.500,c19,endocrine system diseases
thyroid neoplasms,c19.874.788,c19,endocrine system diseases
"thyroid cancer, papillary",c19.874.788.400,c19,endocrine system diseases
thyroid nodule,c19.874.788.800,c19,endocrine system diseases
thyroiditis,c19.874.871,c19,endocrine system diseases
"thyroiditis, autoimmune",c19.874.871.102,c19,endocrine system diseases
hashimoto disease,c19.874.871.102.500,c19,endocrine system diseases
postpartum thyroiditis,c19.874.871.102.750,c19,endocrine system diseases
"thyroiditis, subacute",c19.874.871.900,c19,endocrine system diseases
"thyroiditis, suppurative",c19.874.871.910,c19,endocrine system diseases
"tuberculosis, endocrine",c19.927,c19,endocrine system diseases
immune system diseases,c20,c20,immune system diseases
autoimmune diseases,c20.111,c20,immune system diseases
addison disease,c20.111.163,c20,immune system diseases
"anemia, hemolytic, autoimmune",c20.111.175,c20,immune system diseases
anti-glomerular basement membrane disease,c20.111.190,c20,immune system diseases
anti-neutrophil cytoplasmic antibody-associated vasculitis,c20.111.193,c20,immune system diseases
churg-strauss syndrome,c20.111.193.500,c20,immune system diseases
microscopic polyangiitis,c20.111.193.750,c20,immune system diseases
granulomatosis with polyangiitis,c20.111.193.875,c20,immune system diseases
antiphospholipid syndrome,c20.111.197,c20,immune system diseases
"arthritis, juvenile",c20.111.198,c20,immune system diseases
"arthritis, rheumatoid",c20.111.199,c20,immune system diseases
felty syndrome,c20.111.199.389,c20,immune system diseases
rheumatoid vasculitis,c20.111.199.581,c20,immune system diseases
sjogren's syndrome,c20.111.199.774,c20,immune system diseases
"still's disease, adult-onset",c20.111.199.870,c20,immune system diseases
autoimmune diseases of the nervous system,c20.111.258,c20,immune system diseases
anti-n-methyl-d-aspartate receptor encephalitis,c20.111.258.124,c20,immune system diseases
"demyelinating autoimmune diseases, cns",c20.111.258.250,c20,immune system diseases
diffuse cerebral sclerosis of schilder,c20.111.258.250.175,c20,immune system diseases
"encephalomyelitis, acute disseminated",c20.111.258.250.350,c20,immune system diseases
"leukoencephalitis, acute hemorrhagic",c20.111.258.250.350.500,c20,immune system diseases
"leukoencephalitis, acute hemorrhagic",c20.111.258.250.425,c20,immune system diseases
multiple sclerosis,c20.111.258.250.500,c20,immune system diseases
"multiple sclerosis, chronic progressive",c20.111.258.250.500.200,c20,immune system diseases
"multiple sclerosis, relapsing-remitting",c20.111.258.250.500.600,c20,immune system diseases
"myelitis, transverse",c20.111.258.250.550,c20,immune system diseases
neuromyelitis optica,c20.111.258.250.550.500,c20,immune system diseases
neuromyelitis optica,c20.111.258.250.775,c20,immune system diseases
myasthenia gravis,c20.111.258.500,c20,immune system diseases
lambert-eaton myasthenic syndrome,c20.111.258.500.150,c20,immune system diseases
"myasthenia gravis, autoimmune, experimental",c20.111.258.500.300,c20,immune system diseases
"myasthenia gravis, neonatal",c20.111.258.500.650,c20,immune system diseases
"nervous system autoimmune disease, experimental",c20.111.258.625,c20,immune system diseases
"encephalomyelitis, autoimmune, experimental",c20.111.258.625.300,c20,immune system diseases
"myasthenia gravis, autoimmune, experimental",c20.111.258.625.350,c20,immune system diseases
"neuritis, autoimmune, experimental",c20.111.258.625.700,c20,immune system diseases
polyradiculoneuropathy,c20.111.258.750,c20,immune system diseases
guillain-barre syndrome,c20.111.258.750.400,c20,immune system diseases
miller fisher syndrome,c20.111.258.750.400.500,c20,immune system diseases
"polyradiculoneuropathy, chronic inflammatory demyelinating",c20.111.258.750.800,c20,immune system diseases
stiff-person syndrome,c20.111.258.850,c20,immune system diseases
uveomeningoencephalitic syndrome,c20.111.258.925,c20,immune system diseases
"vasculitis, central nervous system",c20.111.258.962,c20,immune system diseases
giant cell arteritis,c20.111.258.962.800,c20,immune system diseases
"lupus vasculitis, central nervous system",c20.111.258.962.900,c20,immune system diseases
autoimmune hypophysitis,c20.111.273,c20,immune system diseases
autoimmune lymphoproliferative syndrome,c20.111.288,c20,immune system diseases
autoimmune pancreatitis,c20.111.296,c20,immune system diseases
birdshot chorioretinopathy,c20.111.303,c20,immune system diseases
dermatitis herpetiformis,c20.111.318,c20,immune system diseases
"diabetes mellitus, type 1",c20.111.327,c20,immune system diseases
"glomerulonephritis, iga",c20.111.525,c20,immune system diseases
"glomerulonephritis, membranous",c20.111.535,c20,immune system diseases
graves disease,c20.111.555,c20,immune system diseases
graves ophthalmopathy,c20.111.555.500,c20,immune system diseases
"hepatitis, autoimmune",c20.111.567,c20,immune system diseases
immunoglobulin g4-related disease,c20.111.572,c20,immune system diseases
latent autoimmune diabetes in adults,c20.111.576,c20,immune system diseases
linear iga bullous dermatosis,c20.111.585,c20,immune system diseases
"lupus erythematosus, systemic",c20.111.590,c20,immune system diseases
lupus nephritis,c20.111.590.560,c20,immune system diseases
