Education,Income,Kidhome,Teenhome,MntWinesProducts,MntFruitsProducts,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,AcceptedCmpLast,Relationship_status,TotalAMntspent,TotalCmpAccepted,TotalNumPurchases,Age,KidTeenhome
Graduate,49413.0,0,1,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,Attached,304,0,11,62,1
Graduate,42231.0,1,1,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,Attached,37,0,4,45,2
Post_grad,78789.0,0,0,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,1,Unattached,1754,1,15,34,0
Graduate,56534.0,0,1,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,1,Attached,815,3,21,46,1
Graduate,58350.0,0,1,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,Unattached,1001,0,23,43,1
Graduate,81217.0,0,0,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,Unattached,1157,0,21,25,0
Graduate,49090.0,0,1,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,Unattached,688,0,18,63,1
Post_grad,61787.0,0,0,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,Unattached,1319,0,18,27,0
Post_grad,18169.0,1,0,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,Attached,21,0,3,29,1
Undergrad,24336.0,1,0,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,Unattached,31,0,3,33,1
Graduate,18222.0,0,0,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,Attached,67,0,5,24,0
Graduate,62335.0,0,1,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,Unattached,708,0,19,62,1
Undergrad,42033.0,1,1,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,Attached,25,0,3,43,2
Post_grad,86580.0,0,0,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,Attached,746,1,11,31,0
Post_grad,41437.0,1,1,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,Unattached,32,0,4,57,2
Post_grad,73705.0,0,2,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,Unattached,1695,0,23,63,2
Graduate,61064.0,0,1,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,Attached,1080,0,23,38,1
Post_grad,38452.0,1,1,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,Attached,72,0,6,59,2
Graduate,18358.0,1,0,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,Unattached,57,0,7,25,1
Post_grad,55012.0,0,1,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,Attached,660,0,19,41,1
Undergrad,9722.0,1,0,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,1,Attached,103,1,7,41,1
Post_grad,38175.0,1,0,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,Attached,153,0,8,30,1
Post_grad,58656.0,0,1,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,Attached,1220,1,28,58,1
Graduate,52117.0,0,1,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,Attached,279,0,11,49,1
Graduate,64813.0,1,0,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,Attached,745,0,19,36,1
Post_grad,54222.0,0,1,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,Attached,264,0,11,41,1
Graduate,83512.0,0,0,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,1,Attached,2157,5,21,28,0
Post_grad,77520.0,0,1,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,1,Attached,1526,4,22,55,1
Graduate,41154.0,0,1,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,Attached,69,0,5,36,1
Graduate,80398.0,0,0,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,Attached,1597,1,25,48,0
Undergrad,18746.0,1,0,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,Unattached,64,0,6,22,1
Graduate,35196.0,1,0,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,Attached,497,0,12,30,1
Graduate,60230.0,0,1,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,Unattached,1067,0,15,58,1
Graduate,22108.0,1,1,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,Attached,31,0,5,37,2
Graduate,44392.0,1,1,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,Attached,211,0,9,40,2
Post_grad,55424.0,0,1,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,1,Attached,877,2,21,38,1
Graduate,17688.0,1,0,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,0,Attached,11,0,3,35,1
Post_grad,92491.0,0,0,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,1,Attached,2034,4,24,31,0
Graduate,90273.0,0,0,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,1,Unattached,1991,4,18,23,0
Post_grad,82571.0,0,0,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,Unattached,1686,1,24,52,0
Post_grad,38513.0,1,0,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,1,Unattached,324,1,12,32,1
Post_grad,16653.0,1,0,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,1,Unattached,69,1,6,35,1
Graduate,42586.0,1,1,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,1,Attached,252,1,11,59,2
Undergrad,23529.0,0,1,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,Unattached,54,0,4,49,1
Post_grad,74881.0,1,1,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,Attached,964,0,23,53,2
Graduate,71107.0,0,1,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,Attached,1327,0,26,63,1
Post_grad,46910.0,1,1,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,Attached,68,0,5,50,2
Graduate,18690.0,0,0,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,Attached,60,0,4,55,0
Graduate,37244.0,1,1,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,Unattached,55,1,4,59,2
Graduate,82427.0,0,0,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,Attached,1456,1,20,48,0
Undergrad,75342.0,0,1,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,Unattached,563,0,17,56,1
Graduate,70044.0,0,1,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,Unattached,1504,0,22,60,1
Graduate,79146.0,1,1,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,Unattached,564,0,17,47,2
Graduate,77437.0,0,0,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,Attached,1125,1,22,51,0
Graduate,54984.0,0,1,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,Attached,358,1,13,55,1
Post_grad,42403.0,1,0,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,Attached,42,0,4,43,1
Graduate,55761.0,0,1,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,Attached,184,1,8,50,1
Graduate,37292.0,1,0,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,Attached,460,0,14,31,1
Post_grad,45576.0,0,0,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,1,Unattached,145,1,7,69,0
Graduate,70321.0,0,0,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,1,Attached,1376,1,24,67,0
Post_grad,58086.0,0,1,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,Unattached,792,0,21,45,1
Graduate,81795.0,0,0,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,Attached,1382,0,22,62,0
Undergrad,28389.0,0,0,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,Attached,28,0,3,67,0
Post_grad,66835.0,0,0,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,Attached,1033,0,23,68,0
Graduate,69901.0,0,1,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,Unattached,882,0,20,45,1
Post_grad,80360.0,0,0,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,Attached,2231,3,13,65,0
Post_grad,63342.0,0,1,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,1,Attached,1101,2,16,53,1
Graduate,44989.0,0,1,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,Attached,369,0,11,40,1
Undergrad,31859.0,1,0,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,Unattached,48,0,4,34,1
Post_grad,51569.0,0,1,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,1,Unattached,467,2,15,65,1
Graduate,30372.0,1,1,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,Unattached,44,0,5,43,2
Undergrad,16014.0,1,1,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,Unattached,38,0,6,35,2
Graduate,41120.0,1,1,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,Attached,81,0,6,46,2
Post_grad,39763.0,1,0,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,1,Unattached,167,1,8,43,1
Post_grad,38725.0,1,1,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,Attached,45,0,5,59,2
Graduate,77981.0,1,0,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,Attached,664,0,18,42,1
Undergrad,62905.0,0,1,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,Attached,622,0,17,50,1
Undergrad,13533.0,1,0,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,Unattached,48,0,5,35,1
Graduate,59481.0,0,1,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,Attached,461,0,14,39,1
Graduate,72117.0,0,1,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,Attached,1073,0,25,37,1
Undergrad,21955.0,1,0,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,Attached,55,0,6,28,1
Graduate,67131.0,0,1,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,Attached,976,0,23,58,1
Post_grad,36802.0,1,0,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,Unattached,20,0,4,34,1
Graduate,71853.0,0,0,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,Attached,1149,0,16,32,0
Undergrad,28249.0,0,0,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,Attached,43,0,5,53,0
Post_grad,47808.0,0,1,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,Attached,224,1,8,39,1
Post_grad,25509.0,1,0,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,1,Unattached,101,1,6,40,1
Post_grad,51012.0,0,0,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,Attached,209,0,9,68,0
Graduate,70596.0,0,0,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,Unattached,968,0,20,29,0
Post_grad,85431.0,0,0,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,Attached,1165,0,16,62,0
Graduate,42664.0,0,1,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,Attached,24,0,4,47,1
Graduate,42586.0,1,1,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,1,Attached,252,1,11,59,2
Graduate,29760.0,1,0,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,Unattached,165,0,8,29,1
Post_grad,28973.0,0,0,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,Attached,269,0,11,37,0
Post_grad,39435.0,1,0,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,Attached,102,0,6,41,1
Undergrad,65370.0,0,0,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,Attached,461,0,18,30,0
Undergrad,20194.0,1,0,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,Unattached,47,0,5,35,1
Post_grad,42473.0,1,1,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,Unattached,144,0,7,38,2
Graduate,64590.0,0,0,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,Attached,1338,0,23,46,0
Graduate,71232.0,0,1,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,Attached,917,0,23,55,1
Graduate,34600.0,1,1,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,1,Attached,318,1,12,43,2
Graduate,46904.0,1,1,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,Unattached,253,0,10,47,2
Graduate,49094.0,0,1,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,Attached,502,0,15,41,1
Graduate,36075.0,1,0,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,Attached,119,0,6,31,1
Undergrad,60839.0,1,1,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,Attached,1250,0,16,35,2
Graduate,77298.0,0,1,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,Attached,969,0,23,35,1
Graduate,34026.0,1,1,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,Attached,76,0,6,64,2
Post_grad,48918.0,1,1,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,Unattached,62,0,5,51,2
Undergrad,82122.0,0,0,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,Attached,1382,1,25,52,0
Graduate,37697.0,1,0,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,Unattached,84,0,6,38,1
Graduate,34074.0,1,1,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,Attached,255,1,9,62,2
Post_grad,28520.0,1,1,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,Attached,43,0,4,54,2
Graduate,62535.0,0,1,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,Unattached,398,0,13,59,1
Post_grad,36273.0,1,0,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,Unattached,76,0,6,37,1
Graduate,63404.0,0,2,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,Attached,902,1,13,50,2
Undergrad,75774.0,1,0,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,Attached,823,0,20,33,1
Graduate,78416.0,0,1,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,Attached,1179,0,24,38,1
Graduate,75702.0,0,1,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,Attached,1921,1,28,40,1
Post_grad,59385.0,1,1,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,Attached,185,0,8,63,2
Graduate,37070.0,1,1,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,Unattached,433,1,14,48,2
Graduate,44689.0,1,1,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,Attached,34,1,4,63,2
Graduate,53977.0,0,1,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,Attached,907,0,22,56,1
Post_grad,7144.0,0,2,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,Unattached,416,0,25,48,2
Graduate,18701.0,1,1,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,Unattached,44,0,6,50,2
Graduate,90369.0,0,0,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,1,Attached,1588,1,16,58,0
Post_grad,63159.0,0,0,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,Unattached,1797,1,16,40,0
Graduate,37758.0,1,1,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,Attached,40,0,4,48,2
Post_grad,46757.0,0,1,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,Unattached,1143,0,15,51,1
Post_grad,79734.0,0,0,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,Attached,914,1,13,45,0
Graduate,63207.0,0,0,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,Attached,1502,1,11,22,0
Graduate,72071.0,0,1,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,Unattached,1338,0,17,60,1
Post_grad,21840.0,1,0,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,Attached,27,0,4,31,1
Undergrad,58582.0,0,1,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,Attached,763,1,20,32,1
Graduate,72282.0,0,0,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,1,Unattached,1331,1,21,63,0
Graduate,50387.0,0,2,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,Attached,525,0,16,58,2
Post_grad,32583.0,1,1,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,Attached,9,0,3,53,2
Graduate,62568.0,0,1,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,Attached,953,1,13,52,1
Post_grad,44635.0,1,1,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,Unattached,68,0,5,43,2
Post_grad,33316.0,1,1,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,Unattached,131,0,7,43,2
Graduate,63967.0,0,1,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,Attached,882,0,20,46,1
Undergrad,52513.0,0,0,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,Attached,1149,0,23,36,0
Graduate,25293.0,1,0,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,Attached,37,0,4,45,1
Post_grad,54111.0,0,1,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,Unattached,388,0,13,49,1
Graduate,78394.0,0,0,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,1,Attached,1428,1,15,28,0
Post_grad,80739.0,0,0,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,Attached,1633,0,23,56,0
Post_grad,22669.0,1,0,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,1,Attached,173,1,7,39,1
Graduate,29236.0,1,0,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,Unattached,99,0,7,27,1
Graduate,44911.0,0,1,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,Attached,215,0,9,55,1
Post_grad,54693.0,0,1,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,Attached,929,0,23,52,1
Graduate,48186.0,1,0,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,Attached,219,0,9,40,1
Graduate,54809.0,1,1,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,1,Attached,174,1,8,37,2
Graduate,41580.0,1,1,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,Attached,92,0,6,36,2
Post_grad,80336.0,0,0,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,Attached,1052,0,24,44,0
Graduate,47743.0,0,1,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,Attached,275,1,11,57,1
Undergrad,62972.0,0,1,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,Attached,587,0,14,59,1
Post_grad,57333.0,0,1,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,1,Unattached,1662,1,22,60,1
Post_grad,32313.0,1,0,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,Attached,159,0,8,32,1
Post_grad,84953.0,0,0,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,1,Unattached,1024,4,17,61,0
Post_grad,27071.0,1,0,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,Unattached,35,0,5,46,1
Post_grad,68148.0,0,0,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,Attached,1042,0,14,57,0
Post_grad,65735.0,1,1,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,Attached,395,0,14,49,2
Post_grad,86836.0,0,0,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,1,Attached,557,4,22,39,0
Post_grad,4023.0,1,1,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,Attached,9,0,0,51,2
Graduate,30093.0,0,0,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,Attached,69,0,5,24,0
Post_grad,57705.0,0,1,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,Attached,486,0,15,48,1
Graduate,25008.0,1,0,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,Unattached,34,0,4,26,1
Undergrad,83257.0,0,0,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,Unattached,1365,3,27,19,0
Graduate,22280.0,1,0,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,Attached,13,0,3,39,1
Post_grad,72159.0,0,0,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,Attached,1401,0,20,36,0
Graduate,64260.0,0,0,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,1,Attached,1574,1,13,53,0
Post_grad,82733.0,0,0,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,1,Unattached,1323,1,19,30,0
Post_grad,74290.0,0,1,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,Unattached,1217,2,28,43,1
Post_grad,58217.0,2,1,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,Unattached,103,0,6,63,3
Post_grad,21024.0,0,0,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,Attached,84,0,6,38,0
Post_grad,70116.0,0,0,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,Attached,1536,0,22,42,0
Graduate,54006.0,1,0,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,Attached,581,0,16,29,1
Post_grad,69063.0,0,1,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,Attached,928,0,13,48,1
Undergrad,11448.0,0,0,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,Unattached,14,0,3,39,0
Graduate,61825.0,0,1,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,Unattached,424,0,14,35,1
Graduate,70886.0,1,0,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,Attached,960,0,13,43,1
Graduate,69109.0,0,0,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,Attached,1555,2,19,32,0
Graduate,60208.0,1,1,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,1,Unattached,656,2,18,41,2
Post_grad,32889.0,1,1,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,Attached,55,0,6,46,2
Graduate,34738.0,1,0,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,Unattached,20,0,4,30,1
Post_grad,30538.0,1,0,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,Attached,367,0,13,43,1
Undergrad,82326.0,0,0,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,1,Attached,2257,4,21,37,0
Post_grad,26642.0,1,0,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,Unattached,42,0,5,47,1
Graduate,69932.0,0,1,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,Unattached,1049,0,24,50,1
Graduate,44503.0,1,1,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,Unattached,48,0,5,42,2
Post_grad,60200.0,0,1,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,Unattached,685,0,19,66,1
Graduate,49638.0,0,1,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,Unattached,39,0,4,62,1
Undergrad,23830.0,0,0,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,Unattached,43,0,4,27,0
Post_grad,33051.0,0,0,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,1,Unattached,835,1,18,55,0
Graduate,72905.0,0,0,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,Attached,1515,1,19,56,0
Post_grad,69702.0,0,1,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,Attached,1039,0,24,63,1
Graduate,70300.0,1,0,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,Unattached,1596,0,23,39,1
Post_grad,70643.0,0,0,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,1,Attached,1828,1,17,30,0
Post_grad,30396.0,1,0,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,1,Attached,34,2,4,45,1
Post_grad,50616.0,0,1,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,Unattached,149,0,8,46,1
Post_grad,62772.0,0,1,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,Unattached,946,1,22,45,1
Post_grad,30298.0,0,0,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,Unattached,28,0,5,29,0
Graduate,52413.0,1,0,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,Unattached,450,0,15,30,1
Post_grad,44155.0,1,1,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,Attached,46,0,4,57,2
Post_grad,86979.0,0,0,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,1,Unattached,1702,2,15,43,0
Graduate,76532.0,1,1,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,Attached,820,0,21,39,2
Graduate,42081.0,1,0,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,Attached,382,1,13,32,1
Post_grad,67546.0,0,0,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,Attached,2126,0,19,26,0
Post_grad,88420.0,0,0,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,Attached,2069,3,19,25,0
Graduate,31158.0,1,0,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,Attached,72,0,5,29,1
Graduate,61671.0,0,1,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,Unattached,732,2,20,46,1
Graduate,69719.0,0,0,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,Unattached,801,0,10,40,0
Graduate,49160.0,0,1,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,Unattached,236,0,10,65,1
Undergrad,24882.0,1,0,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,Attached,80,1,4,36,1
Post_grad,90933.0,0,0,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,Unattached,1685,1,14,60,0
Post_grad,113734.0,0,0,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,Unattached,277,0,27,69,0
Post_grad,59292.0,0,1,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,Attached,507,0,16,64,1
Post_grad,45759.0,1,1,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,Attached,68,0,5,50,2
